song,album,year,bpm,duration,vocal,harmony,database_url,official_youtube,harmony_youtube,instruments,guitar1_youtube,guitar2_youtube,bass_youtube,instrumental_youtube,bass_tab,spotify,lyrics,lyrics_chord
Piggies,The Beatles,1968,93.0,124395,George,,https://beatlesdata.info/10/12_piggies.html,t0nzZ8-kIf0,,J-200・4001・ハープシコード・ストリングス,,,,,https://www.songsterr.com/a/wsa/beatles-piggies-bass-tab-s26456,4ZmjfLdJXbqjAENqk7eWSE,Have you seen the little piggies<br>Crawling in the dirt?<br>And for all the little piggies<br>Life is getting worse<br>Always having dirt to play around in<br><br>Have you seen the bigger piggies<br>In their starched white shirts?<br>You will find the bigger piggies<br>Stirring up the dirt<br>Always have clean shirts to play around in<br><br>In their styes with all their backing<br>They don't care what goes on around<br>In their eyes there's something lacking<br>What they need's a damn good whacking<br><br>Everywhere there's lots of piggies<br>Living piggy lives<br>You can see them out for dinner<br>With their piggy wives<br>Clutching forks and knives to eat their bacon<br><br>(One more time...),
Rocky Raccoon,The Beatles,1968,160.0,212950,Paul,John・George,https://beatlesdata.info/10/13_rockyraccoon.html,y7WBngMzqS4,,D-28・4001・ハーモニカ・ハーモニウム,,,,,https://www.songsterr.com/a/wsa/beatles-rocky-raccoon-bass-tab-s136,1ITQbrueGLl581a25XXm9c,"Now somewhere in the Black Mountain Hills of Dakota<br>There lived a young boy named Rocky Raccoon<br>And one day his woman ran off with another guy<br>Hit young Rocky in the eye Rocky didn\'t like that<br>He said ""I\'m gonna get that boy""<br>So one day he walked into town<br>Booked himself a room in the local saloon<br><br>Rocky Raccoon checked into his room<br>Only to find Gideon\'s Bible<br>Rocky had come, equipped with a gun<br>To shoot off the legs of his rival<br><br>His rival, it seems, had broken his dreams<br>By stealing the girl of his fancy<br>Her name was Magill, and she called herself Lil<br>But everyone knew her as Nancy<br><br>Now she and her man, who called himself Dan<br>Were in the next room at the hoedown<br>Rocky burst in, and grinning a grin<br>He said, ""Danny boy, this is a showdown""<br><br>But Daniel was hot, he drew first and shot<br>And Rocky collapsed in the corner, ah<br><br>D\'da d\'da d\'da da da da<br>D\'da d\'da d\'da da da da<br>D\'da d\'da d\'da da d\'da d\'da d\'da d\'da<br>Do do do do do do<br><br>D\'do d\'do d\'do do do do<br>D\'do d\'do d\'do do do do<br>D\'do d\'do d\'do do do d\'do d\'do d\'do d\'do<br>Do do do do do do<br><br>Now, the doctor came in, stinking of gin<br>And proceeded to lie on the table<br>He said, ""Rocky, you met your match""<br>And Rocky said, ""Doc, it\'s only a scratch<br>And I\'ll be better, I\'ll be better, Doc, as soon as I am able""<br><br>And now Rocky Raccoon, he fell back in his room<br>Only to find Gideon\'s Bible<br>Gideon checked out and he left it no doubt<br>To help with good Rocky\'s revival, ah<br>Oh yeah, yeah<br><br>D\'do d\'do d\'do do do do<br>D\'do d\'do d\'do do do do<br>D\'do d\'do d\'do do do d\'do d\'do d\'do d\'do<br>Do do do do do do<br><br>D\'do d\'do d\'do do do do, come on, Rocky boy<br>D\'do d\'do d\'do do do do, come on, Rocky boy<br>D\'do d\'do d\'do do do d\'do d\'do d\'do d\'do<br>The story of Rocky there",
Don't Pass Me By,The Beatles,1968,170.0,230452,Ringo,,https://beatlesdata.info/10/14_dontpassmeby.html,U7ivAZqWKH0,,4001・エレピ・バイオリン,,,,,https://www.songsterr.com/a/wsa/beatles-dont-pass-me-by-bass-tab-s61425,4zq4rrfHZeZsTbo5vjJXSV,"I listen for your footsteps<br>Coming up the drive<br>Listen for your footsteps<br>But they don't arrive<br>Waiting for your knock, dear<br>On my old front door<br>I don't hear it<br>Does it mean you don't love me any more?<br><br>I hear the clock are ticking<br>On the mantel shelf<br>See the hands are moving<br>But I'm by myself<br>I wonder where you are tonight<br>And why I'm by myself<br>I don't see you<br>Does it mean you don't love me any more?<br><br>Don't pass me by, don't make me cry, don't make me blue<br>Cause you know darling I love only you<br>You'll never know it hurt me so<br>How I hate to see you go<br>Don't pass me by, don't make me cry<br><br>I'm sorry that I doubted you<br>I was so unfair<br>You were in a car crash<br>And you lost your hair<br>You said that you would be late<br>About an hour or two<br>I said that's alright I'm waiting here<br>Just waiting to hear from you<br><br>Don't pass me by, don't make me cry, don't make me blue<br>Cause you know darling I love only you<br>You'll never know it hurt me so<br>How I hate to see you go<br>Don't pass me by, don't make me cry",
Why Don't We Do It In The Road,The Beatles,1968,94.0,101511,Paul,,https://beatlesdata.info/10/15_whydontwedoitintheroad.html,V7jel2l_iag,,カジノ・4001・ピアノ,,,,,https://www.songsterr.com/a/wsa/beatles-why-dont-we-do-it-in-the-road-bass-tab-s26400,4eLIq1nQNwz2qLu8DeiWIp,"Why don't we do it in the road? Mm<br>Why don't we do it in the road? Ah<br>Why don't we do it in the road? Mm<br>Why don't we do it in the road? Mm<br>No one will be watching us<br>Why don't we do it in the road?<br><br>Why don't we do it in the road?<br>Why don't we do it in the road?<br>Why don't we do it in the road?<br>Why don't we do it in the road?<br>No one will be watching us<br>Why don't we do it in the road?<br><br>Ooh<br><br>Why don't we do it in the road?<br>Why don't we do it in the road?<br>Why don't we do it, do it in the road?<br>Why don't we do it in the road?<br>No one will be watching us<br>Why don't we do it in the road?",
I Will,The Beatles,1968,103.0,106083,Paul,,https://beatlesdata.info/10/16_iwill.html,SZBsVbKROV0,Gbv4XUjV8Dk,D-28・ボンゴ,,,,,https://www.songsterr.com/a/wsa/beatles-i-will-bass-tab-s2852,09x9v1o51dbqi5H0u7UGfp,"Who knows how long I've loved you<br>You know I love you still<br>Will I wait a lonely lifetime<br>If you want me to, I will<br><br>For if I ever saw you<br>I didn't catch your name<br>But it never really mattered<br>I will always feel the same<br><br>Love you forever and forever<br>Love you with all my heart<br>Love you whenever we're together<br>Love you when we're apart<br><br>And when at last I find you<br>Your song will fill the air<br>Sing it loud so I can hear you<br>Make it easy to be near you<br>For the things you do endear you to me<br>Oh, you know I will<br>I will<br><br>Mm mm mm mm mm mm mm mm mm<br>Da da da da da da da",
Julia,The Beatles,1968,134.0,174262,John,,https://beatlesdata.info/10/17_julia.html,OKDloS2gBHs,,J-160E,,,,86h0DNlhxxM,,5FnpXVgDOk2sLT58qM22Of,"Half of what I say is meaningless<br>But I say it just to reach you, Julia<br><br>Julia, Julia, oceanchild, calls me<br>So I sing a song of love, Julia<br>Julia, seashell eyes, windy smile, calls me<br>So I sing a song of love, Julia<br><br>Her hair of floating sky is shimmering, glimmering<br>In the sun<br><br>Julia, Julia, morning moon, touch me<br>So I sing a song of love, Julia<br><br>When I cannot sing my heart<br>I can only speak my mind, Julia<br><br>Julia, sleeping sand, silent cloud, touch me<br>So I sing a song of love, Julia<br>Hum hum hum hum... calls me<br>So I sing a song of love for Julia, Julia, Julia",
Birthday,The Beatles,1968,140.0,162821,Paul,John・George,https://beatlesdata.info/11/01_birthday.html,UeOHAzjxLhk,,カジノ・レスポール・4001・エレピ,,,kaTgM3QnQ9g,wYaGBUXKhgk,https://www.songsterr.com/a/wsa/beatles-birthday-bass-tab-s22728,1ABegtCPBMMJaMpfDyATjE,"They say it's your birthday<br>It's my birthday too, yeah<br>They say it's your birthday<br>We're gonna have a good time<br>I'm glad it's your birthday<br>Happy birthday to you<br><br>Ah<br>Ah<br>Ah<br>Come on<br>Come on<br><br>Yes we're going to a party party<br>Yes we're going to a party party<br>Yes we're going to a party party<br><br>I would like you to dance (Birthday)<br>Take a cha-cha-cha-chance (Birthday)<br>I would like you to dance (Birthday)<br>Dance yeah<br><br>Oh<br>Come on<br><br>I would like you to dance (Birthday)<br>Take a cha-cha-cha-chance (Birthday)<br>I would like you to dance (Birthday)<br>Oh dance! Dance<br><br>They say it's your birthday<br>Well it's my birthday too, yeah<br>They say it's your birthday<br>We're gonna have a good time<br>I'm glad it's your birthday<br>Happy birthday to you",
Yer Blues,The Beatles,1968,152.0,241293,John,Paul,https://beatlesdata.info/11/02_yerblues.html,huR__xAcUQs,,,,,7dnYoI_AcHE,,https://www.songsterr.com/a/wsa/beatles-yer-blues-bass-tab-s26437,2AsGApoUuN8pTM17Lq9eUd,"Two, three<br><br>Yes I'm lonely wanna die<br>Yes I'm lonely wanna die<br>If I ain't dead already<br>Ooh girl you know the reason why<br><br>In the morning wanna die<br>In the evening wanna die<br>If I ain't dead already<br>Ooh girl you know the reason why<br><br>My mother was of the sky<br>My father was of the earth<br>But I am of the universe<br>And you know what it's worth<br>I'm lonely wanna die<br>If I ain't dead already<br>Ooh girl you know the reason why<br><br>The eagle picks my eye<br>The worm he licks my bone<br>I feel so suicidal<br>Just like Dylan's Mr. Jones<br>Lonely wanna die<br>If I ain't dead already<br>Ooh girl you know the reason why<br><br>Black cloud crossed my mind<br>Blue mist 'round my soul<br>Feel so suicidal<br>Even hate my rock 'n' roll<br>Wanna die yeah wanna die<br>If I ain't dead already<br>Ooh girl you know the reason why<br><br>Wanna die<br>Yes, I'm lonely<br>Wanna die<br>The only reason why<br>Wanna die",
Mother Nature's Son,The Beatles,1968,85.0,168097,Paul,,https://beatlesdata.info/11/03_mothernaturesson.html,9Ta9FUOQ4oY,,カジノ・SG・4001,,,,,,6TjUg1cTUzWHbal6yQAi7c,"Born a poor young country boy, Mother Nature's son<br>All day long I'm sitting singing songs for everyone<br><br>Sit beside a mountain stream, see her waters rise<br>Listen to the pretty sound of music as she flies<br><br>Doo doo doo doo doo doo doo doo doo doo doo<br>Doo doo doo doo doo doo doo doo doo<br>Doo doo doo<br><br>Find me in my field of grass, Mother Nature's son<br>Swaying daisies sing a lazy song beneath the sun<br><br>Doo doo doo doo doo doo doo doo doo doo doo<br>Doo doo doo doo doo doo doo doo doo<br>Doo doo doo doo doo doo<br>Yeah yeah yeah<br><br>Mm mm mm mm mm mm mm<br>Mm mm mm, ooh ooh ooh<br>Mm mm mm mm mm mm mm<br>Mm mm mm mm, wah wah wah<br><br>Wah, Mother Nature's son",
Everybody's Got Something To Hide Except Me And My Monkey,The Beatles,1968,118.0,144640,John,,https://beatlesdata.info/11/04_everybodygotsomethingtohideexceptmeandmymonkey.html,4fv_gCn1CUU,,D-28・ブラス・ティンパニ,,,,,https://www.songsterr.com/a/wsa/beatles-everybodys-got-something-to-hide-except-me-and-my-monkey-bass-tab-s22765,64P3zpRsDHIk7YTpRtaKYL,"Come on come on<br>Come on come on<br>Come on it's such a joy<br>Come on it's such a joy<br><br>Come on let's take it easy<br>Come on let's take it easy<br>Take it easy take it easy<br>Everybody's got something to hide except for me and my monkey<br><br>(Ooh) The deeper you go the higher you fly<br>The higher you fly the deeper you go<br>So come on (Come on) come on<br>Come on it's such a joy<br>Come on it's such a joy<br><br>Come on let's make it easy<br>Come on let's take it easy (Oh)<br>Take it easy (Yeh yeh yeh) take it easy (Hoo)<br>Everybody's got something to hide except for me and my monkey, yeah<br><br>Oh!<br><br>Your inside is out when your outside is in<br>Your outside is in when your inside is out<br>So come on (Ho) come on (Ho)<br>Come on it's such a joy<br>Come on it's such a joy<br><br>Come on let's make it easy<br>Come on let's make it easy<br>Make it easy (Hoo) make it easy (Hoo)<br>Everybody's got something to hide except for me and my monkey<br><br>Hey!<br><br>Come on, come on, come on, come on, come on<br>Come on, come on, come on...<br><br>Come on, come on, come on, come on, come on<br>Come on, come on, come on...",
Sexy Sadie,The Beatles,1968,76.0,195422,John,Paul・George,https://beatlesdata.info/11/05_sexysadie.html,l5DMdnf9me0,,,,,GFSK14VuMyI,,https://www.songsterr.com/a/wsa/beatles-sexy-sadie-bass-tab-s2795,2tBv9tAdqEbLNDi5smSjbg,Sexy Sadie what have you done<br>You made a fool of everyone<br>You made a fool of everyone<br>Sexy Sadie ooh what have you done<br><br>Sexy Sadie you broke the rules<br>You layed it down for all to see<br>You layed it down for all to see<br>Sexy Sadie oooh you broke the rules<br><br>One sunny day the world was waiting for a lover<br>She came along to turn on everyone<br>Sexy Sadie the greatest of them all<br><br>Sexy Sadie how did you know<br>The world was waiting just for you<br>The world was waiting just for you<br>Sexy Sadie oooh how did you know<br><br>Sexy Sadie you'll get yours yet<br>However big you think you are<br>However big you think you are<br>Sexy Sadie oooh you'll get yours yet<br><br>We gave her everything we owned just to sit at her table<br>Just a smile would lighten everything<br>Sexy Sadie she's the latest and the greatest of them all<br><br>She made a fool of everyone<br>Sexy Sadie<br><br>However big you think you are<br>Sexy Sadie,
Helter Skelter,The Beatles,1968,,269923,Paul,John・George,https://beatlesdata.info/11/06_helterskelter.html,Uk1hCSA89fc,,,,,iyS01j0xSks,CxbfTpsaANE,https://www.songsterr.com/a/wsa/beatles-helter-skelter-bass-tab-s22783,0Bs0hUYxz7REyIHH7tRhL2,"When I get to the bottom I go back to the top of the slide<br>Where I stop and I turn and I go for a ride<br>Till I get to the bottom and I see you again<br>Yeah yeah yeah hey<br><br>Do you, don't you want me to love you<br>I'm coming down fast but I'm miles above you<br>Tell me tell me tell me come on tell me the answer<br>Well you may be a lover but you ain't no dancer<br><br>Now helter skelter helter skelter<br>Helter skelter yeah<br>Ooh!<br><br>Will you, won't you want me to make you<br>I'm coming down fast but don't let me break you<br>Tell me tell me tell me the answer<br>You may be a lover but you ain't no dancer<br><br>Look out helter skelter helter skelter<br>Helter skelter ooh<br><br>Look out, cos here she comes<br><br>When I get to the bottom I go back to the top of the slide<br>And I stop and I turn and I go for a ride<br>And I get to the bottom and I see you again<br>Yeah yeah yeah<br><br>Well do you, don't you want me to make you<br>I'm coming down fast but don't let me break you<br>Tell me tell me tell me the answer<br>You may be a lover but you ain't no dancer<br><br>Look out helter skelter helter skelter<br>Helter skelter<br><br>Look out helter skelter<br>She's coming down fast<br>Yes she is<br>Yes she is coming down fast<br><br>(My head is spinning, ooh...)<br><br>(Ha ha ha, ha ha ha, alright!)<br><br>(I got blisters on my fingers!)",
"Long, Long, Long",The Beatles,1968,84.0,184398,George,Paul,https://beatlesdata.info/11/07_longlonglong.html,yp5elOxcT34,,,,,,,,40d2EcaOOCUjDzzo2YvUWn,"It's been a long long long time<br>How could I ever have lost you<br>When I loved you<br><br>It took a long long long time<br>Now I'm so happy I found you<br>How I love you<br><br>So many tears I was searching<br>So many tears I was wasting, oh oh<br><br>Now I can see you, be you<br>How can I ever misplace you<br>How I want you<br>Oh I love you<br>You know that I need you<br>Ooh I love you<br><br>Oh",
